experiment,success,latency_ms
ingest,True,20.46
retrieve,True,70.52
retrieve,True,65.53
retrieve,True,72.51
retrieve,True,55.94
retrieve,True,63.52
retrieve,True,69.55
retrieve,True,66.0
retrieve,True,74.55
retrieve,True,85.52
retrieve,True,68.52
retrieve,True,66.0
retrieve,True,71.51
retrieve,True,65.53
retrieve,True,71.51
retrieve,True,72.0
retrieve,True,76.53
retrieve,True,68.51
retrieve,True,67.52
retrieve,True,104.51
retrieve,True,73.02
retrieve,True,62.51
retrieve,True,67.52
retrieve,True,66.02
retrieve,True,53.0
retrieve,True,67.52
retrieve,True,60.01
retrieve,True,73.54
retrieve,True,62.52
retrieve,True,61.53
retrieve,True,56.99
retrieve,True,74.54
retrieve,True,58.01
retrieve,True,60.99
retrieve,True,58.54
retrieve,True,55.0
retrieve,True,64.53
retrieve,True,64.53
retrieve,True,67.0
retrieve,True,78.52
retrieve,True,75.47
retrieve,True,66.52
retrieve,True,78.53
retrieve,True,66.99
retrieve,True,65.53
retrieve,True,81.52
retrieve,True,61.02
retrieve,True,68.52
retrieve,True,78.53
retrieve,True,80.53
retrieve,True,64.03
retrieve,True,53.51
retrieve,True,69.55
retrieve,True,67.47
retrieve,True,63.51
retrieve,True,56.53
retrieve,True,71.01
retrieve,True,898.0
retrieve,True,143.54
retrieve,True,91.57
retrieve,True,106.54
retrieve,True,79.56
retrieve,True,94.57
retrieve,True,71.54
retrieve,True,78.02
retrieve,True,62.52
retrieve,True,71.54
retrieve,True,71.55
retrieve,True,79.08
retrieve,True,68.53
retrieve,True,74.53
retrieve,True,93.57
retrieve,True,57.54
retrieve,True,64.0
retrieve,True,62.54
retrieve,True,81.53
retrieve,True,62.53
retrieve,True,73.98
retrieve,True,65.54
retrieve,True,75.55
retrieve,True,78.53
retrieve,True,84.55
retrieve,True,102.54
retrieve,True,76.95
retrieve,True,78.02
retrieve,True,67.55
retrieve,True,71.52
retrieve,True,66.02
retrieve,True,55.51
retrieve,True,55.56
retrieve,True,66.0
retrieve,True,69.56
retrieve,True,59.53
retrieve,True,91.54
retrieve,True,72.97
retrieve,True,70.55
retrieve,True,105.54
retrieve,True,80.54
retrieve,True,63.52
retrieve,True,57.01
retrieve,True,65.17
compress,True,10.0
compress,True,7.0
compress,True,30.01
compress,True,6.0
compress,True,6.52
compress,True,7.0
compress,True,5.0
compress,True,9.0
compress,True,5.99
compress,True,7.0
compress,True,7.0
compress,True,4.0
compress,True,10.61
compress,True,5.0
compress,True,7.0
compress,True,5.0
compress,True,6.0
compress,True,8.01
compress,True,5.0
compress,True,7.52
compress,True,7.01
compress,True,6.0
compress,True,8.0
compress,True,5.0
compress,True,3.0
compress,True,8.0
compress,True,4.0
compress,True,3.01
compress,True,5.01
compress,True,6.99
compress,True,3.0
compress,True,4.0
compress,True,8.0
compress,True,4.0
compress,True,3.02
compress,True,5.99
compress,True,6.01
compress,True,3.01
compress,True,3.99
compress,True,8.52
compress,True,4.0
compress,True,3.0
compress,True,9.0
compress,True,4.0
compress,True,4.0
compress,True,7.0
compress,True,4.0
compress,True,3.0
compress,True,7.0
compress,True,6.03
compress,True,3.97
compress,True,5.03
compress,True,5.97
compress,True,4.0
compress,True,3.03
compress,True,8.99
compress,True,3.0
compress,True,3.0
compress,True,5.52
compress,True,6.0
compress,True,3.0
compress,True,4.0
compress,True,8.01
compress,True,4.0
compress,True,14.0
compress,True,4.0
compress,True,7.0
compress,True,5.03
compress,True,3.97
compress,True,3.0
compress,True,8.0
compress,True,4.0
compress,True,4.0
compress,True,8.01
compress,True,4.0
compress,True,3.01
compress,True,28.91
compress,True,3.0
compress,True,4.0
compress,True,8.0
compress,True,4.0
compress,True,3.0
compress,True,7.03
compress,True,4.97
compress,True,3.0
compress,True,3.01
compress,True,8.99
compress,True,4.0
compress,True,4.0
compress,True,9.06
compress,True,2.96
compress,True,4.62
compress,True,8.53
compress,True,5.0
compress,True,7.0
compress,True,6.0
compress,True,3.0
compress,True,4.0
compress,True,9.0
compress,True,4.03
